,region_no,region,year,month,sal_base,sal_fallX2_hi,sal_fallX2_low,sal_sumX2_hi,sal_sumX2_low,sal_SMSCG,sal_sumX2_WAN_low,sal_sumX2_WAN_1,sal_sumX2_WAN_2,sal_sumX2_WAN_3,sal_sumX2_WAN_high,sal_fallX2_WAN_low,sal_fallX2_WAN_1,sal_fallX2_WAN_2,sal_fallX2_WAN_3,sal_fallX2_WAN_high
639,3,South Delta,2008,3,0.249111701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,3,South Delta,2008,4,0.239967923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,3,South Delta,2008,5,0.195545873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,3,South Delta,2008,6,0.253311711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,3,South Delta,2008,7,0.389641107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,3,South Delta,2008,8,0.24993438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,3,South Delta,2008,9,0.301346339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,3,South Delta,2008,10,0.274344802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,3,South Delta,2008,11,0.260645653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,3,South Delta,2008,12,0.313861176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,3,South Delta,2009,1,0.378803954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,3,South Delta,2009,2,0.37217866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,3,South Delta,2009,3,0.241011818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,3,South Delta,2009,4,0.195780301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,3,South Delta,2009,5,0.198281684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,3,South Delta,2009,6,0.195755545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,3,South Delta,2009,7,0.206597592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,3,South Delta,2009,8,0.229230045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,3,South Delta,2009,9,0.238607334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,3,South Delta,2009,10,0.200316804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,3,South Delta,2009,11,0.171668407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,3,South Delta,2009,12,0.229003247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,3,South Delta,2010,1,0.357394596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,3,South Delta,2010,2,0.216800798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,3,South Delta,2010,3,0.203449372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,3,South Delta,2010,4,0.2237459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,3,South Delta,2010,5,0.164065266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,3,South Delta,2010,6,0.105689574,NA,NA,0.16244303,0.129780419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,3,South Delta,2010,7,0.104325575,NA,NA,0.183532365,0.117146371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,3,South Delta,2010,8,0.148950573,0.177413358,0.144494346,0.183881737,0.125143877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,3,South Delta,2010,9,0.206424427,0.20869947,0.13843644,0.198388288,0.163663387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,3,South Delta,2010,10,0.190020076,0.220999646,0.155639024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,3,South Delta,2010,11,0.182104346,0.230559276,0.193484447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,3,South Delta,2010,12,0.16944213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,3,South Delta,2011,1,0.097294543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,3,South Delta,2011,2,0.135863062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,3,South Delta,2011,3,0.118702774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,3,South Delta,2011,4,0.078746318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,3,South Delta,2011,5,0.082378403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,3,South Delta,2011,6,0.0816934,NA,NA,0.143575564,0.114706656,NA,0.114706656,0.122304786,0.129019636,0.136103148,0.143575564,NA,NA,NA,NA,NA
679,3,South Delta,2011,7,0.072276344,NA,NA,0.183532365,0.117146371,NA,0.117146371,0.133179844,0.148205125,0.16492555,0.183532365,NA,NA,NA,NA,NA
680,3,South Delta,2011,8,0.101358957,0.154775405,0.126056861,0.183881737,0.125143877,NA,0.125143877,0.139262545,0.15169599,0.168810253,0.183881737,0.126056861,0.152036905,0.162107778,0.167390678,0.154775405
681,3,South Delta,2011,9,0.109846292,0.20869947,0.13843644,0.202112852,0.166736022,NA,0.166736022,0.175890262,0.183574216,0.193652917,0.202112852,0.13843644,0.158058216,0.179691171,0.191593853,0.20869947
682,3,South Delta,2011,10,0.092453314,0.220999646,0.155639024,0.216324961,0.216324961,NA,0.216324961,0.216324961,0.216324961,0.216324961,0.216324961,0.155639024,0.170990606,0.186256753,0.20288587,0.220999646
683,3,South Delta,2011,11,0.126022584,0.254576502,0.213639609,0.256790361,0.256790361,NA,0.256790361,0.256790361,0.256790361,0.256790361,0.256790361,0.213639609,0.223928129,0.233710669,0.24392057,0.254576502
684,3,South Delta,2011,12,0.177002208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,3,South Delta,2012,1,0.329841171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,3,South Delta,2012,2,0.280108558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,3,South Delta,2012,3,0.264320587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,3,South Delta,2012,4,0.232609624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,3,South Delta,2012,5,0.161760631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,3,South Delta,2012,6,0.170044733,NA,NA,0.167092596,0.133495091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,3,South Delta,2012,7,0.210257513,NA,NA,0.183532365,0.117146371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,3,South Delta,2012,8,0.183011137,0.180705499,0.147175631,0.183881737,0.125143877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,3,South Delta,2012,9,0.244285809,0.20869947,0.13843644,0.200306136,0.165245545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,3,South Delta,2012,10,0.231610777,0.220999646,0.155639024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,3,South Delta,2012,11,0.19086536,0.227620637,0.191018352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,3,South Delta,2012,12,0.208574282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,3,South Delta,2013,1,0.203375267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,3,South Delta,2013,2,0.226504558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,3,South Delta,2013,3,0.210547119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,3,South Delta,2013,4,0.207763429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,3,South Delta,2013,5,0.162671629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,3,South Delta,2013,6,0.175474025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,3,South Delta,2013,7,0.188539142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,3,South Delta,2013,8,0.246012642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,3,South Delta,2013,9,0.24939632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,3,South Delta,2013,10,0.227116426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,3,South Delta,2013,11,0.232727336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,3,South Delta,2013,12,0.288918639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,3,South Delta,2014,1,0.377709558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,3,South Delta,2014,2,0.435543091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,3,South Delta,2014,3,0.326283716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,3,South Delta,2014,4,0.269383815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,3,South Delta,2014,5,0.183073356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,3,South Delta,2014,6,0.282862229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,3,South Delta,2014,7,0.304939446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,3,South Delta,2014,8,0.302812822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,3,South Delta,2014,9,0.29503777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,3,South Delta,2014,10,0.358971855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,3,South Delta,2014,11,0.299427405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,3,South Delta,2014,12,0.30704679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,4,East Delta,1995,1,0.104426728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,4,East Delta,1995,2,0.438207751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,4,East Delta,1995,3,0.31480171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,4,East Delta,1995,4,0.054114918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,4,East Delta,1995,5,0.034376261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,4,East Delta,1995,6,0.034374871,NA,NA,0.059459373,0.04901475,NA,0.04901475,0.051796018,0.054233923,0.056786575,0.059459373,NA,NA,NA,NA,NA
727,4,East Delta,1995,7,0.037164623,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
728,4,East Delta,1995,8,0.044610751,0.064200022,0.053806224,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.053806224,0.062217487,0.065747924,0.067587571,0.064200022
729,4,East Delta,1995,9,0.083200745,0.086340433,0.060646941,0.073077913,0.061926622,NA,0.061926622,0.064841349,0.067271601,0.070437903,0.073077913,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
730,4,East Delta,1995,10,0.044972567,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
731,4,East Delta,1995,11,0.064137539,0.098552223,0.084751924,NA,NA,NA,NA,NA,NA,NA,NA,0.084751924,0.08825255,0.091560253,0.094991928,0.098552223
732,4,East Delta,1995,12,0.074061373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,4,East Delta,1996,1,0.089672546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,4,East Delta,1996,2,0.054430104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,4,East Delta,1996,3,0.05506689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,4,East Delta,1996,4,0.050523129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,4,East Delta,1996,5,0.035895481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,4,East Delta,1996,6,0.051002613,NA,NA,0.065609402,0.054084465,NA,0.054084465,0.057153407,0.059843471,0.062660149,0.065609402,NA,NA,NA,NA,NA
739,4,East Delta,1996,7,0.050683695,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
740,4,East Delta,1996,8,0.059303895,0.072421708,0.060696843,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.060696843,0.065802378,0.069536235,0.071481879,0.072421708
741,4,East Delta,1996,9,0.081257778,0.086340433,0.060646941,0.082285012,0.069728768,NA,0.069728768,0.073010722,0.075747162,0.079312386,0.082285012,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
742,4,East Delta,1996,10,0.056350891,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
743,4,East Delta,1996,11,0.051481579,0.093500821,0.080407872,NA,NA,NA,NA,NA,NA,NA,NA,0.080407872,0.083729069,0.086867232,0.090123013,0.093500821
744,4,East Delta,1996,12,0.030130059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,4,East Delta,1997,1,0.060517017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,4,East Delta,1997,2,0.034454549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,4,East Delta,1997,3,0.042361311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,4,East Delta,1997,4,0.051002362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,4,East Delta,1997,5,0.065368679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,4,East Delta,1997,6,0.063134219,NA,NA,0.073192368,0.060335409,NA,0.060335409,0.063759051,0.066760026,0.069902249,0.073192368,NA,NA,NA,NA,NA
751,4,East Delta,1997,7,0.066486118,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
752,4,East Delta,1997,8,0.064091808,0.074407011,0.062360731,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.062360731,0.066087482,0.069837517,0.071791591,0.074407011
753,4,East Delta,1997,9,0.089972276,0.086340433,0.060646941,0.08340523,0.070678047,NA,0.070678047,0.074004681,0.076778374,0.080392135,0.08340523,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
754,4,East Delta,1997,10,0.054592287,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
755,4,East Delta,1997,11,0.073990072,0.09952702,0.08559022,NA,NA,NA,NA,NA,NA,NA,NA,0.08559022,0.089125471,0.092465891,0.09593151,0.09952702
756,4,East Delta,1997,12,0.056588163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,4,East Delta,1998,1,0.043172674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,4,East Delta,1998,2,0.06480062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,4,East Delta,1998,3,0.042530409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,4,East Delta,1998,4,0.065608472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,4,East Delta,1998,5,0.049085982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,4,East Delta,1998,6,0.043175519,NA,NA,0.061325809,NA,NA,NA,0.053421901,0.055936332,0.058569112,0.061325809,NA,NA,NA,NA,NA
763,4,East Delta,1998,7,0.038537268,NA,NA,0.077530239,NA,NA,NA,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
764,4,East Delta,1998,8,0.045732098,0.062584851,NA,0.076756776,NA,NA,NA,0.060429435,0.06504411,0.071311124,0.076756776,NA,0.059382458,0.062752026,0.064507846,0.062584851
765,4,East Delta,1998,9,0.073111151,0.086340433,NA,0.072896639,NA,NA,NA,0.064680506,0.06710473,0.070263177,0.072896639,NA,0.067974502,0.075907589,0.080214851,0.086340433
766,4,East Delta,1998,10,0.073670377,0.091156863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073098934,0.078681111,0.08468957,0.091156863
767,4,East Delta,1998,11,0.059936265,0.089199286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079877087,0.082870878,0.085976876,0.089199286
768,4,East Delta,1998,12,0.042376324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,4,East Delta,1999,1,0.078147328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,4,East Delta,1999,2,0.047802471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,4,East Delta,1999,3,0.040215799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,4,East Delta,1999,4,0.058904688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,4,East Delta,1999,5,0.048128408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,4,East Delta,1999,6,0.07710335,NA,NA,0.067768556,0.055864343,NA,0.055864343,0.059034281,0.061812873,0.064722246,0.067768556,NA,NA,NA,NA,NA
775,4,East Delta,1999,7,0.062615672,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
776,4,East Delta,1999,8,0.062974609,0.072508364,0.060769469,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.060769469,0.067005678,0.070807814,0.072789037,0.072508364
777,4,East Delta,1999,9,0.094216995,0.086340433,0.060646941,0.08340523,0.070678047,NA,0.070678047,0.074004681,0.076778374,0.080392135,0.08340523,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
778,4,East Delta,1999,10,0.055313098,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
779,4,East Delta,1999,11,0.057707465,0.104029525,0.089462238,NA,NA,NA,NA,NA,NA,NA,NA,0.089462238,0.09315742,0.096648957,0.100271357,0.104029525
780,4,East Delta,1999,12,0.069104545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,4,East Delta,2000,1,0.083060924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,4,East Delta,2000,2,0.056190298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,4,East Delta,2000,3,0.063113169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,4,East Delta,2000,4,0.065608044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,4,East Delta,2000,5,0.061729761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,4,East Delta,2000,6,0.065369378,NA,NA,0.068287942,0.056292494,NA,0.056292494,0.059486726,0.062286614,0.065218285,0.068287942,NA,NA,NA,NA,NA
787,4,East Delta,2000,7,0.075436286,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
788,4,East Delta,2000,8,0.07782217,0.074407011,0.062360731,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.062360731,0.067388914,0.071212797,0.073205352,0.074407011
789,4,East Delta,2000,9,0.103748165,0.086340433,0.060646941,0.083913133,0.071108447,NA,0.071108447,0.074455339,0.077245923,0.08088169,0.083913133,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
790,4,East Delta,2000,10,0.066166903,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
791,4,East Delta,2000,11,0.056589729,0.108715716,0.09349222,NA,NA,NA,NA,NA,NA,NA,NA,0.09349222,0.097353858,0.101002678,0.104788255,0.108715716
792,4,East Delta,2000,12,0.067125587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,4,East Delta,2001,1,0.063692776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,4,East Delta,2001,2,0.087671232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,4,East Delta,2001,3,0.083797873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,4,East Delta,2001,4,0.072791972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,4,East Delta,2001,5,0.076545198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,4,East Delta,2001,6,0.085853524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,4,East Delta,2001,7,0.088616246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,4,East Delta,2001,8,0.098960074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,4,East Delta,2001,9,0.109286104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,4,East Delta,2001,10,0.077186004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,4,East Delta,2001,11,0.914244288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,4,East Delta,2001,12,0.103877237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,4,East Delta,2002,1,0.094383363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,4,East Delta,2002,2,0.123093357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,4,East Delta,2002,3,0.08638356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,4,East Delta,2002,4,0.078940538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,4,East Delta,2002,5,0.078780738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,4,East Delta,2002,6,0.077583317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,4,East Delta,2002,7,0.073989524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,4,East Delta,2002,8,0.087892255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,4,East Delta,2002,9,0.089972778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,4,East Delta,2002,10,0.073270738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,4,East Delta,2002,11,0.087110019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,4,East Delta,2002,12,0.116531806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,4,East Delta,2003,1,0.091161954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,4,East Delta,2003,2,0.090242209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,4,East Delta,2003,3,0.086511176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,4,East Delta,2003,4,0.075553741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,4,East Delta,2003,5,0.051751442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,4,East Delta,2003,6,0.057943644,NA,NA,0.066975308,0.055210437,NA,0.055210437,0.05834327,0.061089338,0.063964656,0.066975308,NA,NA,NA,NA,NA
823,4,East Delta,2003,7,0.060261033,NA,NA,0.077530239,0.052684644,NA,0.052684644,0.058833301,0.064501901,0.070716673,0.077530239,NA,NA,NA,NA,NA
824,4,East Delta,2003,8,0.060820041,0.073698582,0.061766995,0.076756776,0.055118734,NA,0.055118734,0.060429435,0.06504411,0.071311124,0.076756776,0.061766995,0.066606237,0.070385707,0.07235512,0.073698582
825,4,East Delta,2003,9,0.085176559,0.086340433,0.060646941,0.084922613,0.071963885,NA,0.071963885,0.075351041,0.078175195,0.081854701,0.084922613,0.060646941,0.067974502,0.075907589,0.080214851,0.086340433
826,4,East Delta,2003,10,0.06497012,0.091156863,0.067414863,NA,NA,NA,NA,NA,NA,NA,NA,0.067414863,0.073098934,0.078681111,0.08468957,0.091156863
827,4,East Delta,2003,11,0.06920167,0.101449627,0.087243604,NA,NA,NA,NA,NA,NA,NA,NA,0.087243604,0.090847147,0.094252095,0.097784661,0.101449627
828,4,East Delta,2003,12,0.074317209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
