,region_no,region,year,month,sal_base,sal_fallX2_hi,sal_fallX2_low,sal_sumX2_hi,sal_sumX2_low,sal_SMSCG,sal_sumX2_WAN_low,sal_sumX2_WAN_1,sal_sumX2_WAN_2,sal_sumX2_WAN_3,sal_sumX2_WAN_high,sal_fallX2_WAN_low,sal_fallX2_WAN_1,sal_fallX2_WAN_2,sal_fallX2_WAN_3,sal_fallX2_WAN_high
1,1,Yolo Bypass,1995,1,0.106635915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,Yolo Bypass,1995,2,0.740325812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,Yolo Bypass,1995,3,0.678630481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,Yolo Bypass,1995,4,0.192367103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,Yolo Bypass,1995,5,0.073061462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,Yolo Bypass,1995,6,0.110497084,NA,NA,0.133517859,0.120854145,NA,0.120854145,0.124344517,0.127330041,0.130387248,0.133517859,NA,NA,NA,NA,NA
7,1,Yolo Bypass,1995,7,0.070157202,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
8,1,Yolo Bypass,1995,8,0.085973099,0.132549296,0.121006623,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.121006623,0.130421723,0.134188415,0.136112361,0.132549296
9,1,Yolo Bypass,1995,9,0.067283899,0.159181321,0.132664748,0.146059203,0.134101508,NA,0.134101508,0.137321298,0.139952704,0.143312983,0.146059203,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
10,1,Yolo Bypass,1995,10,0.068241609,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
11,1,Yolo Bypass,1995,11,0.080218654,0.192362272,0.177959833,NA,NA,NA,NA,NA,NA,NA,NA,0.177959833,0.181714557,0.185196644,0.188745456,0.192362272
12,1,Yolo Bypass,1995,12,0.134718946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,Yolo Bypass,1996,1,0.164270639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,Yolo Bypass,1996,2,0.155020643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,Yolo Bypass,1996,3,0.167683133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,Yolo Bypass,1996,4,0.10904808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,Yolo Bypass,1996,5,0.090316177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,Yolo Bypass,1996,6,0.071834088,NA,NA,0.140472217,0.127148905,NA,0.127148905,0.130821075,0.133962102,0.137178546,0.140472217,NA,NA,NA,NA,NA
19,1,Yolo Bypass,1996,7,0.068002579,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
20,1,Yolo Bypass,1996,8,0.073030967,0.14105047,0.128767497,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.128767497,0.134245736,0.138122868,0.140103225,0.14105047
21,1,Yolo Bypass,1996,9,0.097016117,0.159181321,0.132664748,0.155279409,0.142566866,NA,0.142566866,0.145989911,0.148787427,0.152359829,0.155279409,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
22,1,Yolo Bypass,1996,10,0.093172831,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
23,1,Yolo Bypass,1996,11,0.114826761,0.187211209,0.173194437,NA,NA,NA,NA,NA,NA,NA,NA,0.173194437,0.176848618,0.180237461,0.183691244,0.187211209
24,1,Yolo Bypass,1996,12,0.078301415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,Yolo Bypass,1997,1,0.158321605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,Yolo Bypass,1997,2,0.118685974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,Yolo Bypass,1997,3,0.124480601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,Yolo Bypass,1997,4,0.10591428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1,Yolo Bypass,1997,5,0.106166285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,Yolo Bypass,1997,6,0.088139376,NA,NA,0.148625703,0.134529061,NA,0.134529061,0.138414376,0.141737719,0.145140856,0.148625703,NA,NA,NA,NA,NA
31,1,Yolo Bypass,1997,7,0.408672082,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
32,1,Yolo Bypass,1997,8,0.069199365,0.143032072,0.130576537,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.130576537,0.134545476,0.138431265,0.140416044,0.143032072
33,1,Yolo Bypass,1997,9,0.103748165,0.159181321,0.132664748,0.156366356,0.143564826,NA,0.143564826,0.147011832,0.149828931,0.153426339,0.156366356,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
34,1,Yolo Bypass,1997,10,0.101823875,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
35,1,Yolo Bypass,1997,11,0.092212396,0.193341465,0.178865712,NA,NA,NA,NA,NA,NA,NA,NA,0.178865712,0.18263955,0.186139362,0.189706239,0.193341465
36,1,Yolo Bypass,1997,12,0.132217831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1,Yolo Bypass,1998,1,0.137060114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,Yolo Bypass,1998,2,0.166109715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,Yolo Bypass,1998,3,0.121582408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,Yolo Bypass,1998,4,0.165028098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,Yolo Bypass,1998,5,0.101124688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,Yolo Bypass,1998,6,0.126814226,NA,NA,0.135663748,NA,NA,NA,0.126342972,0.12937648,0.132482822,0.135663748,NA,NA,NA,NA,NA
43,1,Yolo Bypass,1998,7,0.120465803,NA,NA,0.152133954,NA,NA,NA,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
44,1,Yolo Bypass,1998,8,0.147791085,0.130818413,NA,0.145344666,NA,NA,NA,0.128474533,0.133445469,0.139930476,0.145344666,NA,0.127321409,0.130998561,0.132876772,0.130818413
45,1,Yolo Bypass,1998,9,0.118203404,0.159181321,NA,0.145872188,NA,NA,NA,0.137145472,0.139773508,0.143129484,0.145872188,NA,0.140705169,0.148949905,0.153251706,0.159181321
46,1,Yolo Bypass,1998,10,0.108561977,0.166570883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148641039,0.154392258,0.160366002,0.166570883
47,1,Yolo Bypass,1998,11,0.089811959,0.182717567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17260371,0.175911211,0.179282092,0.182717567
48,1,Yolo Bypass,1998,12,0.147380297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,Yolo Bypass,1999,1,0.151840781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,Yolo Bypass,1999,2,0.158426408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,Yolo Bypass,1999,3,0.106154513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,Yolo Bypass,1999,4,0.180631684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,Yolo Bypass,1999,5,0.098460498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,Yolo Bypass,1999,6,0.09701741,NA,NA,0.142838283,0.129290558,NA,0.129290558,0.133024581,0.136218515,0.139489135,0.142838283,NA,NA,NA,NA,NA
55,1,Yolo Bypass,1999,7,0.073031115,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
56,1,Yolo Bypass,1999,8,0.157187874,0.141137509,0.128846956,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.128846956,0.135506576,0.139420122,0.141419079,0.141137509
57,1,Yolo Bypass,1999,9,0.16324426,0.159181321,0.132664748,0.156366356,0.143564826,NA,0.143564826,0.147011832,0.149828931,0.153426339,0.156366356,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
58,1,Yolo Bypass,1999,10,0.093653105,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
59,1,Yolo Bypass,1999,11,0.090291974,0.197805191,0.182995233,NA,NA,NA,NA,NA,NA,NA,NA,0.182995233,0.186856198,0.190436811,0.194086037,0.197805191
60,1,Yolo Bypass,1999,12,0.069678262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1,Yolo Bypass,2000,1,0.076384578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,Yolo Bypass,2000,2,0.096055058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,Yolo Bypass,2000,3,0.127497018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,Yolo Bypass,2000,4,0.1301088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,Yolo Bypass,2000,5,0.09346262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,Yolo Bypass,2000,6,0.078622413,NA,NA,0.143401973,0.129800784,NA,0.129800784,0.133549542,0.13675608,0.140039608,0.143401973,NA,NA,NA,NA,NA
67,1,Yolo Bypass,2000,7,0.070636099,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
68,1,Yolo Bypass,2000,8,0.164693114,0.143032072,0.130576537,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.130576537,0.135905833,0.13983091,0.141835757,0.143032072
69,1,Yolo Bypass,2000,9,0.189570954,0.159181321,0.132664748,0.156856845,0.144015159,NA,0.144015159,0.147472978,0.150298914,0.153907606,0.156856845,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
70,1,Yolo Bypass,2000,10,0.087412415,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
71,1,Yolo Bypass,2000,11,0.083095335,0.202352767,0.187202325,NA,NA,NA,NA,NA,NA,NA,NA,0.187202325,0.191152055,0.194814987,0.198548109,0.202352767
72,1,Yolo Bypass,2000,12,0.084054465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,Yolo Bypass,2001,1,0.071115039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,Yolo Bypass,2001,2,0.181846758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,Yolo Bypass,2001,3,0.177940235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,Yolo Bypass,2001,4,0.121596443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1,Yolo Bypass,2001,5,0.107600678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,Yolo Bypass,2001,6,0.086452855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,Yolo Bypass,2001,7,0.177684946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1,Yolo Bypass,2001,8,0.216416225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,Yolo Bypass,2001,9,0.113862434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1,Yolo Bypass,2001,10,0.221459033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1,Yolo Bypass,2001,11,0.114344573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1,Yolo Bypass,2001,12,0.112416296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1,Yolo Bypass,2002,1,0.108080394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1,Yolo Bypass,2002,2,0.13173388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,Yolo Bypass,2002,3,0.128166371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,Yolo Bypass,2002,4,0.099749498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,Yolo Bypass,2002,5,0.096055377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1,Yolo Bypass,2002,6,0.090298454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,Yolo Bypass,2002,7,0.193257967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1,Yolo Bypass,2002,8,0.209845022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1,Yolo Bypass,2002,9,0.111452439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,Yolo Bypass,2002,10,0.095574589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1,Yolo Bypass,2002,11,0.112416296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1,Yolo Bypass,2002,12,0.108561977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,Yolo Bypass,2003,1,0.197763356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1,Yolo Bypass,2003,2,0.195561392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,Yolo Bypass,2003,3,0.184006789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,Yolo Bypass,2003,4,0.262623231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1,Yolo Bypass,2003,5,0.127856488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,Yolo Bypass,2003,6,0.075906325,NA,NA,0.141973319,0.128507633,NA,0.128507633,0.132219044,0.135393637,0.138644452,0.141973319,NA,NA,NA,NA,NA
103,1,Yolo Bypass,2003,7,0.074947191,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
104,1,Yolo Bypass,2003,8,0.179576098,0.142327935,0.129933718,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.129933718,0.135089259,0.138990753,0.140983553,0.142327935
105,1,Yolo Bypass,2003,9,0.095574589,0.159181321,0.132664748,0.157827464,0.144906314,NA,0.144906314,0.14838553,0.151228953,0.154859975,0.157827464,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
106,1,Yolo Bypass,2003,10,0.095574589,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
107,1,Yolo Bypass,2003,11,0.085493392,0.195259229,0.18063989,NA,NA,NA,NA,NA,NA,NA,NA,0.18063989,0.184451161,0.187985687,0.191587944,0.195259229
108,1,Yolo Bypass,2003,12,0.095094159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,Yolo Bypass,2004,1,0.069678262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,Yolo Bypass,2004,2,0.105673154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1,Yolo Bypass,2004,3,0.119658255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,Yolo Bypass,2004,4,0.097661946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1,Yolo Bypass,2004,5,0.096536799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,Yolo Bypass,2004,6,0.08381532,NA,NA,0.147599567,0.13360025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,Yolo Bypass,2004,7,0.06632623,NA,NA,0.152133954,0.124643757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1,Yolo Bypass,2004,8,0.196767378,0.144759601,0.132153629,0.145344666,0.122520445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,Yolo Bypass,2004,9,0.101823875,0.159181321,0.132664748,0.154742443,0.142073861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1,Yolo Bypass,2004,10,0.099419474,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1,Yolo Bypass,2004,11,0.103748165,0.199662983,0.184713929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1,Yolo Bypass,2004,12,0.132701833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,Yolo Bypass,2005,1,0.198505199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,Yolo Bypass,2005,2,0.247310408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,Yolo Bypass,2005,3,0.213328494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1,Yolo Bypass,2005,4,0.197351142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1,Yolo Bypass,2005,5,0.134800382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1,Yolo Bypass,2005,6,0.083338276,NA,NA,0.141536087,0.128111871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1,Yolo Bypass,2005,7,0.067762749,NA,NA,0.152133954,0.124643757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1,Yolo Bypass,2005,8,0.16131832,0.13917555,0.127055849,0.145344666,0.122520445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1,Yolo Bypass,2005,9,0.100381108,0.159181321,0.132664748,0.154383056,0.141743896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1,Yolo Bypass,2005,10,0.086452838,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1,Yolo Bypass,2005,11,0.085493392,0.197533173,0.182743581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1,Yolo Bypass,2005,12,0.086452838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,Yolo Bypass,2006,1,0.232586319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,Yolo Bypass,2006,2,0.297264623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,Yolo Bypass,2006,3,0.158767843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1,Yolo Bypass,2006,4,0.161441642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1,Yolo Bypass,2006,5,0.174125646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,Yolo Bypass,2006,6,0.093172907,NA,NA,0.132652671,0.120071017,NA,0.120071017,0.123538771,0.12650495,0.129542346,0.132652671,NA,NA,NA,NA,NA
139,1,Yolo Bypass,2006,7,0.078301415,NA,NA,0.152133954,0.124643757,NA,0.124643757,0.131947361,0.138359566,0.145083382,0.152133954,NA,NA,NA,NA,NA
140,1,Yolo Bypass,2006,8,0.159710048,0.137462466,0.125491944,0.145344666,0.122520445,NA,0.122520445,0.128474533,0.133445469,0.139930476,0.145344666,0.125491944,0.133870412,0.137736705,0.139711525,0.137462466
141,1,Yolo Bypass,2006,9,0.17205381,0.159181321,0.132664748,0.154449003,0.141804445,NA,0.141804445,0.145209184,0.14799174,0.151545037,0.154449003,0.132664748,0.140705169,0.148949905,0.153251706,0.159181321
142,1,Yolo Bypass,2006,10,0.076863751,0.166570883,0.142561833,NA,NA,NA,NA,NA,NA,NA,NA,0.142561833,0.148641039,0.154392258,0.160366002,0.166570883
143,1,Yolo Bypass,2006,11,0.090772024,0.20160518,0.186510711,NA,NA,NA,NA,NA,NA,NA,NA,0.186510711,0.190445848,0.194095247,0.197814578,0.20160518
144,1,Yolo Bypass,2006,12,0.113862434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,Yolo Bypass,2007,1,0.146947262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,Yolo Bypass,2007,2,0.144180617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,Yolo Bypass,2007,3,0.168538598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,Yolo Bypass,2007,4,0.211010671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1,Yolo Bypass,2007,5,0.151618307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,Yolo Bypass,2007,6,0.093656343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1,Yolo Bypass,2007,7,0.10134291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,Yolo Bypass,2007,8,0.203153028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,Yolo Bypass,2007,9,0.084534076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,Yolo Bypass,2007,10,0.828678449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,Yolo Bypass,2007,11,0.096055058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,Yolo Bypass,2007,12,0.105673154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1,Yolo Bypass,2008,1,0.118013654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,Yolo Bypass,2008,2,0.138366406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,Yolo Bypass,2008,3,0.211098898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,Yolo Bypass,2008,4,0.198375671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,Yolo Bypass,2008,5,0.163602451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,Yolo Bypass,2008,6,0.159347551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,Yolo Bypass,2008,7,0.258841095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,Yolo Bypass,2008,8,0.240436972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,Yolo Bypass,2008,9,0.127864071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,Yolo Bypass,2008,10,0.120616736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,Yolo Bypass,2008,11,0.138998441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,Yolo Bypass,2008,12,0.198996002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,Yolo Bypass,2009,1,0.19439699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,Yolo Bypass,2009,2,0.240895148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,Yolo Bypass,2009,3,0.14834171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,Yolo Bypass,2009,4,0.201406638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,Yolo Bypass,2009,5,0.18595416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,Yolo Bypass,2009,6,0.136635002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1,Yolo Bypass,2009,7,0.190106834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,Yolo Bypass,2009,8,0.208307821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,Yolo Bypass,2009,9,0.259175228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,Yolo Bypass,2009,10,0.260458751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,Yolo Bypass,2009,11,0.27928274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
